epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl,lr,beta
1,0.7660721322323414,0.7660710966333429,0.15546261604796063,0.6955445767899797,0.6955433250924394,0.19157556678653972,4.000000000000002e-06,6.666666666666667e-06
2,0.6855870711042525,0.6855843163551169,0.20666045996736973,0.6636914899818313,0.6636883309356582,0.23741109327660612,6.3572051991786196e-06,1.3333333333333333e-05
3,0.6605302785305267,0.6605253450413968,0.24670247727252068,0.6467061459897256,0.6467006027577615,0.2772154658730567,1.3197303448754652e-05,2e-05
4,0.6457333635776601,0.6457258757124555,0.2807809956530307,0.6351898684946568,0.6351818164270258,0.30266340212938025,2.3848481617195106e-05,2.6666666666666667e-05
5,0.6303216946885941,0.6303120450770602,0.2893550038337708,0.6121912078731684,0.6121805595577852,0.31943448477294334,3.7264614181332204e-05,3.3333333333333335e-05
6,0.6150671203085717,0.6150546700396436,0.31138036403250186,0.6000817002195857,0.6000681986189759,0.33763321472471675,5.212801041478874e-05,4e-05
7,0.6033316881098646,0.6033160311110476,0.3354963437039801,0.5891019701957703,0.5890846097686954,0.3720511360052391,6.697883386427492e-05,4.666666666666667e-05
8,0.5905072615501729,0.5904879387388838,0.36225213471879353,0.5812187147672472,0.581198218507167,0.38421548089923047,8.035848293615685e-05,5.333333333333333e-05
9,0.5846511039328068,0.5846282654620232,0.3806909840157692,0.5859573617668229,0.5859333247732197,0.4007340286977393,9.095285019895851e-05,6e-05
10,0.5776226847729784,0.577596788964373,0.3884345995618942,0.5769462894958125,0.5769196089818076,0.40019670261814433,9.772138991960139e-05,6.666666666666667e-05
11,0.5695927318106306,0.5695638950834883,0.393283061524655,0.5723148760882643,0.572284825916948,0.4098095619412513,9.999999124917575e-05,7.333333333333333e-05
12,0.5641828407632544,0.5641507082797111,0.4016504354933475,0.5664674445049758,0.5664328188006341,0.4327813012725683,9.996850033974883e-05,8e-05
13,0.5548621274055319,0.5548265137570969,0.41091530855665814,0.5682856513085278,0.5682465698849599,0.4509918847504784,9.987613075338455e-05,8.666666666666667e-05
14,0.5483074601660384,0.5482680599740211,0.42211950548151705,0.568960781029707,0.5689201435984753,0.4352870886998051,9.972299502819542e-05,9.333333333333334e-05
15,0.5382842558495542,0.5382426779320899,0.4157700259634789,0.5675994261766786,0.5675564008116963,0.4302757306224676,9.950927973647388e-05,0.0001
16,0.5310934538536883,0.5310522056640463,0.4124981191564114,0.5627681903133044,0.5627215459912592,0.4665278394613982,9.923524525738255e-05,0.0001
17,0.5236063302831447,0.523564002868977,0.4232984777460707,0.5692866381718711,0.5692430585925042,0.4357878172857041,9.89012254597224e-05,0.0001
18,0.5150442514013737,0.5150016543713022,0.4259831672019147,0.5626463479009168,0.5625994697545653,0.4687648376272368,9.850762729516514e-05,0.0001
19,0.5079155308135013,0.50787253126185,0.4300007411774169,0.5631023305666616,0.5630564293077944,0.4589729517637837,9.805493030244506e-05,0.0001
20,0.5043427624600999,0.504298872389692,0.43890626430511476,0.563541807944586,0.5634975672735404,0.4424535325647126,9.754368602311521e-05,0.0001
21,0.49656673847360816,0.49652251791446766,0.44219556032343116,0.5619068966675965,0.5618588914735806,0.48002057560317174,9.697451732957879e-05,0.0001
22,0.49092737689931343,0.4908818965262555,0.45481750229571727,0.5619625145716793,0.5619121521529996,0.5035997505845695,9.634811766621517e-05,0.0001
23,0.485023362332202,0.48497695478987185,0.4640729604883397,0.5696674181530007,0.5696211306125107,0.4629240656842083,9.566525020452469e-05,0.0001
24,0.4798677306225959,0.4798201727106216,0.47557685578123055,0.5623857972588066,0.5623336747500283,0.5212027128279572,9.492674691332172e-05,0.0001
25,0.4757377668898156,0.4756894767284393,0.48289264922446395,0.5583542699020726,0.5583021571863496,0.5210436450782219,9.413350754510894e-05,0.0001
26,0.46813744902610777,0.4680872289424247,0.5021991968154907,0.5677841615241633,0.5677294619910374,0.5469825345168975,9.32864985398673e-05,0.0001
27,0.4641156551685739,0.46406376869120497,0.5188634180008097,0.5647748284359249,0.5647178204016076,0.5700227762090748,9.238675184759798e-05,0.0001
28,0.4588962747695598,0.45884314141374954,0.5313529268224189,0.5709790109862662,0.5709196666433168,0.5934660132468109,9.143536367105014e-05,0.0001
29,0.4554165043729417,0.4553612990582243,0.5520531309411881,0.5678866735336505,0.5678280149463708,0.5866733065241491,9.043349313016681e-05,0.0001
30,0.44994845149364876,0.44989100542474303,0.5744707102471209,0.5754252528322155,0.575365215842187,0.6003117047507187,8.938236084987572e-05,0.0001
