epoch,train_loss,train_recon,train_kl,val_loss,val_recon,val_kl,lr,beta
1,0.693558997803546,0.6935580213019188,0.14674088422288287,0.6450866540595436,0.6450855215712928,0.16979795192608244,4.000000000000002e-06,6.666666666666667e-06
2,0.6442781948028726,0.6442758334443924,0.17701912921793916,0.6369180326287693,0.6369154100243992,0.19483700981004726,6.3572051991786196e-06,1.3333333333333333e-05
3,0.6378388186718555,0.6378349755672699,0.19202946278643102,0.6300442038636662,0.630040218090189,0.19837407713366811,1.3197303448754652e-05,2e-05
4,0.6241931664182785,0.6241884520713319,0.17684222592952403,0.6148753652224435,0.6148704048586182,0.18632903973180914,2.3848481617195106e-05,2.6666666666666667e-05
5,0.6139509644914181,0.6139450293906191,0.1779966446313452,0.597932427940214,0.5979264697728728,0.17843811939381682,3.7264614181332204e-05,3.3333333333333335e-05
6,0.5999756392012251,0.5999678406309574,0.19497017765298802,0.5846151680540119,0.5846068257008799,0.2086883822331322,5.212801041478874e-05,4e-05
7,0.5923941906462324,0.5923836604077766,0.22561678721549663,0.5811526591589194,0.5811408388203588,0.2532312730988431,6.697883386427492e-05,4.666666666666667e-05
8,0.5831516296305554,0.5831384468585887,0.24710345750159404,0.5815643562990076,0.5815496448329206,0.27611914694188333,8.035848293615685e-05,5.333333333333333e-05
9,0.5780755608639818,0.5780592926005099,0.27113037743466967,0.5735583940093948,0.5735412619660398,0.2854998676336803,9.095285019895851e-05,6e-05
10,0.5686122463104573,0.568594118889342,0.27187029503761456,0.5623610389643702,0.5623407006021929,0.3052072865363309,9.772138991960139e-05,6.666666666666667e-05
11,0.5610721103688504,0.5610509996718549,0.2879299666019196,0.5752901659775941,0.5752686068687671,0.294168647295563,9.999999124917575e-05,7.333333333333333e-05
12,0.5521673938061329,0.5521439247942985,0.29343453506205947,0.5652129991059371,0.5651874186784694,0.31971936317776567,9.996850033974883e-05,8e-05
13,0.5448043184077486,0.5447785590557341,0.2972614456998541,0.5659945852616254,0.5659658968085933,0.3311026517082663,9.987613075338455e-05,8.666666666666667e-05
14,0.5387713505866679,0.5387428768137668,0.30508049143121596,0.5658096403911196,0.5657791050404128,0.3271321531604318,9.972299502819542e-05,9.333333333333334e-05
15,0.5288366611967695,0.5288062585161087,0.3039880134957902,0.5653325447446192,0.5653005370503749,0.3200484657505221,9.950927973647388e-05,0.0001
